timestamp,city,temperature,precipitation,wind_speed,humidity,country,wetbulb_temperature,climate_region,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh,Total renewables - TWh,Total fossil fuels - TWh,Total energy - TWh,Low carbon - TWh,Other - TWh,WUE_FixedApproachDirect(L/KWh),WUE_FixedColdWaterDirect(L/KWh),WUE_Indirect(L/KWh),Leakages (%)
2023-02-20 01:00:00,Nairobi,17.0,0.0,16.0,67,Kenya,55.64580700230632,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5793497000379502,1.1976341189877648,3.1775829867641403,0.258
2023-02-20 02:00:00,Nairobi,16.6,0.0,14.3,68,Kenya,55.189688460542726,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.574817893188111,1.194514676260206,3.1775829867641403,0.258
2023-02-20 03:00:00,Nairobi,16.1,0.0,12.6,70,Kenya,54.76664750569376,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5705442155603733,1.1918115803777376,3.1775829867641403,0.258
2023-02-20 04:00:00,Nairobi,15.6,0.0,12.6,71,Kenya,54.13026588503916,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.563987483306719,1.1880899556694584,3.1775829867641403,0.258
2023-02-20 05:00:00,Nairobi,15.0,0.0,12.6,73,Kenya,53.5186176013474,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5575408500414278,1.1849032012960417,3.1775829867641403,0.258
2023-02-20 06:00:00,Nairobi,14.5,0.0,12.6,75,Kenya,53.06498181717962,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5526680080608677,1.1827867472037985,3.1775829867641403,0.258
2023-02-20 07:00:00,Nairobi,16.4,0.0,15.1,67,Kenya,54.64974288651226,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5693512445598186,1.1910968654276006,3.1775829867641403,0.258
2023-02-20 08:00:00,Nairobi,18.3,0.0,13.7,58,Kenya,55.82783193695279,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5811362016078785,1.198938386661678,3.1775829867641403,0.258
2023-02-20 09:00:00,Nairobi,20.2,0.0,20.2,50,Kenya,56.971055572498265,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5920692275595485,1.2079044510385797,3.1775829867641403,0.258
2023-02-20 10:00:00,Nairobi,23.3,0.0,21.0,42,Kenya,59.577403556609305,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.6151416941189307,1.2333412926461933,3.1775829867641403,0.258
2023-02-20 11:00:00,Nairobi,24.8,0.0,21.8,33,Kenya,59.00300346825178,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.610278159637541,1.2271387458336365,3.1775829867641403,0.258
2023-02-20 12:00:00,Nairobi,27.1,0.0,22.7,25,Kenya,59.19785112074504,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.6119419867283442,1.229204964287345,3.1775829867641403,0.258
2023-02-20 13:00:00,Nairobi,28.2,0.0,23.0,23,Kenya,59.77125874050317,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.6167548587965492,1.235510733020171,3.1775829867641403,0.258
2023-02-20 14:00:00,Nairobi,29.0,0.0,23.4,21,Kenya,59.87293600620542,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.6175952682378565,1.236663967991666,3.1775829867641403,0.258
2023-02-20 15:00:00,Nairobi,29.5,0.0,19.9,19,Kenya,59.52003119788032,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.6146615375985514,1.232706604694448,3.1775829867641403,0.258
2023-02-20 16:00:00,Nairobi,28.6,0.0,20.2,20,Kenya,58.91004143901897,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.6094792730846588,1.2261666280838264,3.1775829867641403,0.258
2023-02-20 17:00:00,Nairobi,27.5,0.0,20.8,22,Kenya,58.45246470626726,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.6054992391659568,1.2215104585111336,3.1775829867641403,0.258
2023-02-20 18:00:00,Nairobi,26.1,0.0,21.4,24,Kenya,57.50719190031503,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5970257673135189,1.2125695234030425,3.1775829867641403,0.258
2023-02-20 19:00:00,Nairobi,24.9,0.0,19.4,29,Kenya,57.78813111540369,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5995795066767615,1.2151313994316162,3.1775829867641403,0.258
2023-02-20 20:00:00,Nairobi,22.2,0.0,21.0,35,Kenya,55.972359844635314,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5825457365683984,1.1999981025746065,3.1775829867641403,0.258
2023-02-20 21:00:00,Nairobi,19.6,0.0,18.4,41,Kenya,53.84384347272802,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5609863180889276,1.1865500443215629,3.1775829867641403,0.258
2023-02-20 22:00:00,Nairobi,18.7,0.0,16.6,43,Kenya,53.00192311536234,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5519844697159466,1.1825092005200184,3.1775829867641403,0.258
2023-02-20 23:00:00,Nairobi,17.9,0.0,14.8,46,Kenya,52.50294893183345,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5465225604565054,1.1804563755266464,3.1775829867641403,0.258
2023-02-21 00:00:00,Nairobi,17.0,0.0,13.0,48,Kenya,51.58021700753587,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5361733544543992,1.1773307923661072,3.1775829867641403,0.258
2023-02-21 01:00:00,Nairobi,16.6,0.0,12.1,49,Kenya,51.183649817166646,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.531626326609545,1.17625494970832,3.1775829867641403,0.258
2023-02-21 02:00:00,Nairobi,16.1,0.0,11.3,50,Kenya,50.625283590559846,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5251230205246014,1.1750127374232078,3.1775829867641403,0.258
2023-02-21 03:00:00,Nairobi,15.7,0.0,10.4,51,Kenya,50.214140885692174,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.520258854861381,1.1743018249016342,3.1775829867641403,0.258
2023-02-21 04:00:00,Nairobi,15.2,0.0,10.2,53,Kenya,49.84335634365363,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.515817190300637,1.173808906681319,3.1775829867641403,0.258
2023-02-21 05:00:00,Nairobi,14.8,0.0,10.0,54,Kenya,49.41525162802329,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.510624036967142,1.17341462206907,3.1775829867641403,0.258
2023-02-21 06:00:00,Nairobi,14.3,0.0,9.7,56,Kenya,49.01849802988528,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5057491409544768,1.1732165099740344,3.1775829867641403,0.258
2023-02-21 07:00:00,Nairobi,16.4,0.0,11.2,49,Kenya,50.875634238716586,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.528053481505537,1.175530279605922,3.1775829867641403,0.258
2023-02-21 08:00:00,Nairobi,18.4,0.0,8.6,43,Kenya,52.55471543827325,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.5470936002488795,1.180657513149901,3.1775829867641403,0.258
2023-02-21 09:00:00,Nairobi,20.5,0.0,14.0,36,Kenya,53.84098566219356,Savana,0.000115734416974,5.776760916086143e-06,7569.54878659564,42628.51158767016,60556.39029276512,0.0,0.0,0.0,0.0,226488.8676410326,19720.666575604428,250193.50726221368,226488.8676410326,0.0,1.56095621689518,1.1865351023030402,3.1775829867641403,0.258
